teks_bersih,target_banjir,target_kpr,target_shm
"Rumah hook 2 lantai di Cibubur, Jakarta Timur. Dijual rumah hook di wilayah yang tenang, dekat masjid. Properti 2 lantai ini berada di lingkungan perumahan/komplek. Spesifikasinya adalah sebagai berikut: - Kamar Tidur: 4 - Kamar Mandi: 3 - Sertifikat: SHM - Sertifikat Hak Milik - Daya Listrik: 5500 W - Hadap: Barat - Kondisi Perabotan: Semi Furnished Tentunya properti ini layak untuk dimiliki karena: - Bisa KPR. - Take Over. - Siap Huni. - Bebas Banjir. - Lingkungan Islami. - Dekat Akses Transjakarta. - Dekat Akses Bus Kota. - Dekat Akses LRT. - Dekat Pusat Perbelanjaan. - Dekat Sekolah Internasional. - Dekat Sekolah Negeri. - Dekat Universitas. - Dekat Tempat Ibadah. - Dekat Taman Kota. - Dekat Tempat Wisata. - Dekat Fasilitas Kesehatan. - Dekat Akses Tol. - Lingkungan Tenang dan Damai. - Akses Jalan Muat 2 Mobil. - Lokasi Strategis. - Lokasi Bebas Banjir. - One Gate System. Properti ini sudah lengkap dengan fasilitas: - Wastafel. - One Gate System. - CCTV. - Masjid. - Taman. - Akses Parkir. - Tempat Jemuran. - Taman. - Tempat Jemuran. - Taman. Keberadaan rumah ini terjangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik. Dengan Rp. 2.100.000.xxx, anda bisa langsung dapatkan rumah terbaik di daerah Cibubur ini. 7 -14% Rumah Premier Komplek Perumahan Siap Huni Bebas Banjir Dekat Akses Transportasi Dekat Sekolah Dekat Tempat Ibadah Rp 1,8 Miliar Rp 2.1 M Turun Rp 300 Jutaan Rp 8 Jutaan (Tenor 20 Tahun) Rp 11 Jutaan (Tenor 15 Tahun) Hook, 5 Menit ke LRT Harjamukti, Rumah 2 Lantai, Dekat Masjid Cibubur, Jakarta Timur Rumah hook 2 lantai di Cibubur, Jakarta Timur. Dijual rumah hook di wilayah yang tenang, dekat masjid. Properti 2 lantai ini berada di lingkungan ... 4 3 + 1 1 + 1 LT: 197 m² LB: 100 m² oleh Handayani Independen",1,1,1
"Rumah bergaya minimalis di Pondok Bambu. Temukan rumah 1 lantai yang nyaman ini, dijual dengan pemandangan permukiman warga yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di area yang mudah dijangkau serta menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian strategis. Spesifikasi Utama Properti: - Kamar Tidur: 4 - Kamar Mandi: 2 - Sertifikat: HGB - Hak Guna Bangunan - Daya Listrik: 2200 W - Arah Bangunan: Menghadap Selatan - Kondisi Perabotan: Unfurnished Dilengkapi dengan: - Kitchen Set. - Kompor. - Wastafel. - Tempat Jemuran. - Lapangan Voli. - Lapangan Basket. - Lapangan Bulutangkis. Fitur unggulan: - Bebas Banjir. - Dekat Akses Bus Kota. - Dekat Pusat Perbelanjaan. - Dekat Sekolah Negeri. - Dekat Fasilitas Kesehatan. - Dekat Tempat Ibadah. - Dekat Landmark. Berlokasi di Pondok Bambu, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik. Dengan harga Rp. 2.000.000.xxx, anda bisa memiliki hunian istimewa yang sudah siap huni dan bersertifikat HGB - Hak Guna Bangunan. Segera ambil kesempatan untuk menikmati pengalaman tinggal di kawasan Pondok Bambu yang nyaman ini! Kontak segera untuk informasi lebih lanjut! 5 -8% Rumah Premier Siap Huni Bebas Banjir Rp 2,3 Miliar Rp 2.5 M Turun Rp 200 Jutaan Rp 11 Jutaan (Tenor 20 Tahun) Rp 14 Jutaan (Tenor 15 Tahun) Rumah Minimalis di Pondok Bambu Jakarta Timur Pondok Bambu, Jakarta Timur Rumah bergaya minimalis di Pondok Bambu. Temukan rumah 1 lantai yang nyaman ini, dijual dengan pemandangan permukiman warga yang menambah nilai e... 4 + 1 2 + 1 1 LT: 189 m² LB: 151 m² oleh Agus Prihantoro Independen",1,1,0
"Dijual Townhouse Mewah di The Gems, Cibubur Bekasi Dijual Cepat! Townhouse Mewah The Game - Lokasi Strategis Dan Nyaman Spesifikasi Properti: Luas Tanah: 83 m² Luas Bangunan: 185 m² Jumlah Lantai: 2,5 lantai Kamar Tidur: 3 kamar + 1 art Kamar Mandi: 3 km + 1 art Carport: Kapasitas untuk 2 mobil Roof top lantai 3 Keunggulan Properti: Desain modern minimalis dari Emporio Architect, Kualitas bangunan PREMIUM,cocok untuk hunian keluarga yang mengutamakan kenyamanan dan gaya hidup modern. Rumah ini memiliki tata ruang yang optimal dengan pencahayaan alami yang maksimal. Keunggulan Lokasi: Berlokasi strategis di Cibubur, Bekasi Dekat dengan akses tol, pusat perbelanjaan, sekolah, dan fasilitas kesehatan Lingkungan hijau, tenang, dan aman FREE : Kitchen Set, Water Heater, Sanitary set termasuk partisi tempered, Kaca westafel dan Kabinet Westafel Harga: [Rp 2.000.000.xxx] Status Legalitas: Sertifikat Hak Milik (SHM) Untuk informasi lebih lanjut,Chat sebelum telphon ya. 15 1 Rumah Premier Komplek Perumahan Dekat Pusat Perbelanjaan Rp 2 Miliar Rp 9 Jutaan (Tenor 20 Tahun) Rp 12 Jutaan (Tenor 15 Tahun) Dijual Cepat! Townhouse Mewah The Game-Lokasi Strategis & Nyaman Cibubur, Jakarta Timur Dijual Townhouse Mewah di The Gems, Cibubur Bekasi Dijual Cepat! Townhouse Mewah The Game - Lokasi Strategis Dan Nyaman Spesifikasi Properti: Luas... 4 4 2 LT: 83 m² LB: 185 m² KH oleh khadijah Al habsyi Pemilik Properti",0,1,1
"Dijual rumah di Kayu Putih Jakarta Timur. Lingkungan elit, tenang, aman, dan nyaman. Jalan depan rumah 2 arah. Rumah lama yang sudah direnovasi. Luas Tanah 212 m² (11×19,3). Bangunan 1 lantai plus jemuran di atas. 4 + 1 kamar tidur dan 3 kamar mandi. #276576 10 Rumah Premier Rp 4,9 Miliar Rp 24 Jutaan (Tenor 20 Tahun) Rp 30 Jutaan (Tenor 15 Tahun) Rumah Kayu Putih Jakarta Timur Nyaman & Tenang Jalan Lebar Kayu Putih, Jakarta Timur Dijual rumah di Kayu Putih Jakarta Timur. Lingkungan elit, tenang, aman, dan nyaman. Jalan depan rumah 2 arah. Rumah lama yang sudah direnovasi. L... 4 3 + 1 LT: 212 m² LB: 165 m² oleh Ir. Jopie Hori",0,1,0
"Di Jual raffles Hills cibubir kamar tdr 4+2 km 4 ukuran 10 x20 full renovasi siap huni ,full bangunan Rumah cantik dan sudah interior 3 lantai harga 3,5 nego Tata 0821xxxxxxxx 10 Rumah Premier Siap Huni Rp 3,5 Miliar Rp 17 Jutaan (Tenor 20 Tahun) Rp 22 Jutaan (Tenor 15 Tahun) Rumah Cantik Siap Huni di Raffles Hills Cibubur Raffles Hills, Jakarta Timur Di Jual raffles Hills cibubir kamar tdr 4+2 km 4 ukuran 10 x20 full renovasi siap huni ,full bangunan Rumah cantik dan sudah interior 3 lantai... 4 4 1 + 1 LT: 200 m² LB: 200 m² oleh Tata",0,1,0
"Rumah 2 lantai di Cibubur, Jakarta Timur. Dijual rumah di wilayah yang asri dengan pemandangan perkotaan. Properti 2 lantai bergaya scandinavian ini berada di lingkungan Lokasi di Pusat Kota. Kategorinya adalah sebagai berikut: - Kamar Tidur: 3 - Kamar Mandi: 3 - Sertifikat: SHM - Sertifikat Hak Milik - Daya Listrik: 2200 W - Kondisi Perabotan: Unfurnished Tidak hanya itu, properti ini layak untuk anda dapatkan karena: - Bisa KPR. - Dekat Akses Tol. - Dekat Fasilitas Kesehatan. - Dekat Tempat Wisata. - Dekat Pusat Perbelanjaan. - Lokasi di Pusat Kota. - Adem & Sejuk. - Properti Bisa Nego. - Lokasi Strategis. - One Gate System. - Lokasi Bebas Banjir. - Bisa KPR. - Properti Eksklusif. Properti berikut sudah lengkap dengan fasilitas: - Wastafel. - Keamanan 24 jam. - One Gate System. - CCTV. - Taman. - Tempat Jemuran. - Tempat Jemuran. Keberadaan rumah ini strategis, hanya selangkah menuju berbagai fasilitas utama dan menarik. Hanya Rp. 2.700.000.xxx, anda dapat langsung dapatkan rumah strategis di daerah Cibubur ini. 15 Rumah Premier Komplek Perumahan Bisa Nego Bebas Banjir Rp 2,7 Miliar Rp 13 Jutaan (Tenor 20 Tahun) Rp 17 Jutaan (Tenor 15 Tahun) Rumah Posisi Hoek di Kota Wisata Dijual Cepat Cibubur, Jakarta Timur Rumah 2 lantai di Cibubur, Jakarta Timur. Dijual rumah di wilayah yang asri dengan pemandangan perkotaan. Properti 2 lantai bergaya scandinavian i... 3 + 1 3 + 1 2 LT: 118 m² LB: 121 m² oleh Tjin Debby Affandy",1,1,1
"TURUN HARGA! Rumah Luas + BONUS Paviliun Eksklusif di Pondok Kopi --- Kesempatan langka memiliki rumah luas dengan fasilitas lengkap di kawasan Pondok Kopi. Cocok untuk keluarga besar maupun usaha karena sudah dilengkapi dengan paviliun multifungsi. Spesifikasi Utama: LT: 517 m² | LB: 670 m² 6+1 Kamar Tidur | 4+1 Kamar Mandi Carport muat hingga 4 mobil Listrik 7.700 watt Air pompa Legalitas: SHM Bonus Paviliun: Ruang kantor representatif Kamar besar di lantai atas - bisa untuk tamu, usaha, atau kos eksklusif Selling Point: ✅ Harga sudah TURUN jadi lebih kompetitif! ✅ Lokasi strategis - hanya 5 menit ke Tol Bintara ✅ Dekat fasilitas penting: RS Islam, Farmers Market, Pasar Kranji ✅ Rumah besar dengan potensi usaha & investasi tinggi ✅ Paviliun multifungsi: bisa jadi kantor, studio, atau hunian tambahan 15 -7% Rumah Premier Dekat Akses Transportasi Dekat Fasilitas Kesehatan Rp 6,3 Miliar Rp 6.8 M Turun Rp 450 Jutaan Rp 30 Jutaan (Tenor 20 Tahun) Rp 39 Jutaan (Tenor 15 Tahun) Termurah ! Rumah Luas Tanah 517M2 + Bonus Paviliun Eksklusif di Pondok Kopi Dari 8,5M Jadi 6,3M Pondok Kopi, Jakarta Timur TURUN HARGA! Rumah Luas + BONUS Paviliun Eksklusif di Pondok Kopi --- Kesempatan langka memiliki rumah luas dengan fasilitas lengkap di kawasa... 6 4 4 LT: 517 m² LB: 670 m² oleh Juliana",0,1,1
"Dijual Rumah Dalam Komplek Di Rawamangun Jakarta Timur. Luas tanah 146 m² Luas bangunan 200 m² Legalitas SHM IMB PBB Bangunan 2 lantai Kamar tidur 4+1 Kamar mandi 4 Ruang keluarga Ruang tamu Ruang service area Dapur Carsport 2 mobil Semi furnised Bebas banjir Hadap Timur Listrik 3500 watt Ka:Dms Harga 3.2 Milyar nego tipis 10 Rumah Premier Komplek Perumahan Bisa Nego Bebas Banjir Rp 3,2 Miliar Rp 15 Jutaan (Tenor 20 Tahun) Rp 20 Jutaan (Tenor 15 Tahun) Jual Rumah Dalam Komplek di Rawamangun Jakarta Timur Rawamangun, Jakarta Timur Dijual Rumah Dalam Komplek Di Rawamangun Jakarta Timur. Luas tanah 146 m² Luas bangunan 200 m² Legalitas SHM IMB PBB Bangunan 2 lantai Kamar ti... 5 4 2 LT: 146 m² LB: 200 m² oleh AMRONI",1,1,1
"Rumah Dijual Asya JGC Jakarta Garden City 2.5 Lantai 126m, 4+1 KT Cluster Matana Dekat AEON & IKEA Rumah dijual di Cluster Matana Asya, Jakarta Garden City (JGC) Jakarta Timur, hunian modern 2,5 lantai siap huni di kawasan premium dengan fasilitas lengkap. Pilihan ideal untuk Anda yang mencari rumah dijual di Jakarta Garden City, baik untuk hunian keluarga maupun investasi properti dengan nilai tinggi. Berlokasi di kawasan eksklusif Asya Jakarta Garden City, dekat dengan berbagai fasilitas unggulan seperti AEON Mall Jakarta Garden City, IKEA Jakarta Garden City, serta pasar modern dan pusat lifestyle. Lingkungan cluster aman, nyaman, dan sangat cocok untuk keluarga modern. Spesifikasi Properti: Luas Tanah: 126 m² (9 x 14) Luas Bangunan: 146 m² Bangunan: 2,5 Lantai Kamar Tidur: 4 + 1 Kamar Mandi: 4 + 1 Listrik: 3.500 watt Air: PAM Sertifikat: PPJB Keunggulan : v Rumah di Asya Jakarta Garden City v Cluster Matana (premium & modern) v 2,5 lantai - layout maksimal v Dekat AEON Mall & IKEA JGC v Dekat pasar modern & fasilitas lengkap v Cocok untuk keluarga & investasi v Kawasan berkembang dengan capital gain tinggi Harga: Rp 3,2 Miliar (KPR bisa kami bantu) Kenapa Properti Ini Menarik: Rumah di kawasan Asya JGC sangat diminati karena konsep township modern dan fasilitas lengkap. Dengan desain 2,5 lantai dan jumlah kamar banyak, properti ini menawarkan fungsi maksimal, kenyamanan, dan nilai investasi jangka panjang. More Info: Tantri 085 7 16 5 1 5 2 40 0 8 7 7 7 7 8 8 6 6 9 9 RE/MAX Premier JGC Specialist area ASYA & Jakarta Garden City Dapatkan Unit & Harga terbaik hanya di RE/MAX 17 Rumah Premier Siap Huni Dekat Pusat Perbelanjaan Rp 3,2 Miliar Rp 15 Jutaan (Tenor 20 Tahun) Rp 20 Jutaan (Tenor 15 Tahun) Rumah Dijual Asya Jgc Jakarta Garden City 2.5 Lantai 126M, 4+1 KT Cluster Matana Dekat Aeon & Ikea Jakarta Garden City, Jakarta Timur Rumah Dijual Asya JGC Jakarta Garden City 2.5 Lantai 126m, 4+1 KT Cluster Matana Dekat AEON & IKEA Rumah dijual di Cluster Matana Asya, Jakarta Ga... 4 + 1 4 + 1 2 LT: 126 m² LB: 146 m² oleh Tantri Raina Sihombing",0,1,0
"Dekat rumah sakit mayapada dekat sekolah internasional dekat Aeon mall dekat ekea rumah 2 lantai 5x11 kamar tidur 2 kamar mandi 2 carport taman sangat cocok tempat tingal atau investasi 7 Rumah Premier Dekat Fasilitas Kesehatan Rp 900 Juta Rp 4 Jutaan (Tenor 20 Tahun) Rp 5 Jutaan (Tenor 15 Tahun) Rumah Mewah 2 Lantai Paling Murah Anti Banjir Akses Bagus Metland Menteng Unit Terbatas di Bantu Lolos KPR Tanpa Ribet Metland Menteng, Jakarta Timur Dekat rumah sakit mayapada dekat sekolah internasional dekat Aeon mall dekat ekea rumah 2 lantai 5x11 kamar tidur 2 kamar mandi 2 carport taman s... 2 2 1 + 1 LT: 55 m² LB: 54 m² oleh Neng Susi ERA Matrix",1,1,0
"Rumah Dalam Komplek Elit Bebas Banjir Di Duren Sawit, Jakarta Timur Note : Pembayaran Cash Only ​Spesifikasi: ​Luas Tanah: 160 m² ​Luas Bangunan: 169 m² ​Kamar Tidur: 5+1 ​Kamar Mandi: 3+1 ​Listrik: 2200 kWh ​Sumber Air: Air tanah+ PDAM(Tinggal Sambung) ​Carport: 2 mobil ​Dinding: Bata merah Bangunan Hadap : Utara Legalitas : SHM IMB : ADA Status Legalitas : Onhand ​ Harga 2,65 Nego By Owner Cash Only 11 Rumah Premier Komplek Perumahan Bebas Banjir Dekat Landmark Rp 2,65 Miliar Rp 13 Jutaan (Tenor 20 Tahun) Rp 16 Jutaan (Tenor 15 Tahun) Rumah Dalam Komplek Elit Bebas Banjir di Duren Sawit Jakarta Timu Duren Sawit, Jakarta Timur Rumah Dalam Komplek Elit Bebas Banjir Di Duren Sawit, Jakarta Timur Note : Pembayaran Cash Only ​Spesifikasi: ​Luas Tanah: 160 m² ​Luas B... 6 3 2 LT: 160 m² LB: 169 m² oleh AMRONI",1,0,1
"Unit tarikan bank. Buyback dari developer. DP ringan bisa 5% dan Pajak Pembeli tidak harus dibayarkan di depan. Approval Bank lebih mudah 99% Approved. Sisa 1 unit saja siapa cepat dia dapat. segera survey bareng DIANA JGC (ahlinya JGC) Luas Tanah : 136m2, 8x17 with Attic 3 lantai Luas Bangunan : 165m2 - Kamar Tidur: 5 - Kamar Mandi: 4 - Sertifikat bisa ditingkatkan SHM - Sertifikat Hak Milik - Daya Listrik: 2200 watt - Arah Bangunan: Menghadap Barat - Kondisi Perabotan: Unfurnished Selling Point: - JAKARTA GARDEN CITY satu-satunya di Jakarta dengan konsep Kawasan Township terbesar skala kota mandiri seluas 370 hektar dilengkapi dengan fasilitas AEON Mall, IKEA, Pasar Modern, Clubhouse, Sekolah Global Mandiri, SPBU Shell, Mc Donald, Pizza Hut, Lottemart, Mayapada Hospital (coming soon) - Dekat dengan fasilitas transportasi umum seperti: Transjakarta dan KRL Stasiun Cakung - Keamanan 24 Jam 12 Rumah Premier Komplek Perumahan Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Rp 2,56 Miliar Rp 12 Jutaan (Tenor 20 Tahun) Rp 16 Jutaan (Tenor 15 Tahun) Jual Cepat Rumah Tarikan 3 Lantai Lebar 8 Cluster La Seine Jakarta Garden City Cakung, Jakarta Timur Unit tarikan bank. Buyback dari developer. DP ringan bisa 5% dan Pajak Pembeli tidak harus dibayarkan di depan. Approval Bank lebih mudah 99% Appro... 4 + 1 3 + 1 LT: 136 m² LB: 165 m² oleh Diana JGC",0,1,1
"Jual Cepat dengan perabot dan interior. Hanya 1 unit saja. SANGAT SANGAT MURAH DAN MEWAH KPR DIBANTU 99% APPROVED SEGERA SURVEY bareng DIANA JGC (ahlinya JGC) Daerah: JGC Perumahan: JGC Cluster: Laseine Kunci: Janjian Harga : Rp. 2m (nego) TURUN HARGA JADI 1,6M nego [Spesifikasi] Kondisi rumah: semi furnish (wadrobe, kitchen set, lemari di bawah tangga) Luas Tanah : 102 (6x17) Luas Bangunan : 76 Kamar Tidur : 3 + 1 Kamar Mandi : 2 + 1 Hadap : Selatan Sertifikat: SHM Air: PAM Daya listrik: 5500w Carport : 2 mobil 14 Rumah Premier Rp 1,6 Miliar Rp 7 Jutaan (Tenor 20 Tahun) Rp 10 Jutaan (Tenor 15 Tahun) Rumah Bagus Murah Fully Furnished Cluster La Seine Jakarta Garden City Cakung, Jakarta Timur Jual Cepat dengan perabot dan interior. Hanya 1 unit saja. SANGAT SANGAT MURAH DAN MEWAH KPR DIBANTU 99% APPROVED SEGERA SURVEY bareng DIANA JGC (a... 3 + 1 2 + 1 2 LT: 102 m² LB: 76 m² oleh Diana JGC",0,1,1
"Beli rumah Metland Menteng Tanpa DP Cukup booking 10 juta Langsung lanjut cicilan KPR bank 5 jutaan perbulan Start harga 900 jutaan Lokasi dalam kawasan Metland Menteng (disclaimer: gambar hanya pemanis bukan yang sebenarnya) 5 menit dari Kelapa Gading Summarecon 5 menit akses TOL 5 menit ke AEON MALL Dekat sekolah saint John paul Dekat RS MayaPada Hospital KPR kita bantu sampai tuntas Dapatkan bonus tambahan jika melakukan pembelian dengan meng 9 -9% Rumah Premier DP 0% Dekat Akses Transportasi Dekat Sekolah Dekat Fasilitas Kesehatan Rp 900 Juta Rp 990 JT Turun Rp 90 Jutaan Rp 4 Jutaan (Tenor 20 Tahun) Rp 5 Jutaan (Tenor 15 Tahun) Termurah Rumah 5X1 Minimalis Modern 2 Kamar Tidur di Metland Jakarta Timur1 Metland Menteng, Jakarta Timur Beli rumah Metland Menteng Tanpa DP Cukup booking 10 juta Langsung lanjut cicilan KPR bank 5 jutaan perbulan Start harga 900 jutaan Lokasi dalam ... 2 2 2 LT: 50 m² LB: 51 m² oleh Meli Nyoo",0,1,0
"RUMAH 3 LANTAI PREMIUM - 6 UNIT TERBATAS! Jl. Asem Gede Timur, Utan Kayu Selatan - Matraman, Jakarta Timur (Dekat RSUD Matraman & Green Pramuka Square) Miliki hunian modern di lokasi strategis Jakarta Timur dengan desain fungsional, kualitas bangunan unggul, dan potensi investasi yang terus berkembang. Cocok untuk keluarga yang mengutamakan kenyamanan sekaligus nilai jangka panjang. SPESIFIKASI UTAMA: - Bisa KPR/Cash - 3 Lantai Fungsional (ruang luas & optimal) - Luas Tanah: 60 - 67 m² - Luas Bangunan: 180 - 201 m² - 4 Kamar Tidur | 4 Kamar Mandi - Carport (1 mobil + motor) - Desain modern minimalis - Listrik 3.500 watt - Kitchen set & tandon air KUALITAS BANGUNAN: Pondasi dalam ±2,6 meter dengan cakar ayam 2x2 m, kuat menopang bangunan 3 lantai Struktur beton bertulang dengan material besi berkualitas Dinding hebel SNI dengan finishing rapi Lantai full granit 60x60 (tampilan mewah & tahan lama) Kusen aluminium & pintu baja Finishing cat premium Dulux Weathershield Atap gypsum rapi dan elegan Harga mulai Rp 1,85 Miliar LOKASI STRATEGIS: 5 menit RSUD Matraman 5 menit Tol Pisangan 10 menit Pasar Jatinegara 15 menit Green Pramuka Square Dekat sekolah, tempat ibadah, dan transportasi umum (TransJakarta, Jak Lingko, LRT) 16 Rumah Premier Dekat Akses Transportasi Rp 1,85 Miliar Rp 9 Jutaan (Tenor 20 Tahun) Rp 11 Jutaan (Tenor 15 Tahun) Dijual Rumah 3 Lantai bisa KPR, SHM, Dekat Tol Rawamangun Matraman, Jakarta Timur RUMAH 3 LANTAI PREMIUM - 6 UNIT TERBATAS! Jl. Asem Gede Timur, Utan Kayu Selatan - Matraman, Jakarta Timur (Dekat RSUD Matraman & Green Pramuka Sq... 4 4 + 1 1 + 1 LT: 60 m² LB: 180 m² oleh Nata Properti Pemilik Properti",0,1,1
"Rumah baru renovasi LT 128 LB 200 Kmr Utama 4 +1 (art), Kmr mandi 3 + 1 (art), Air PAM, listrik abodemen, Smart door lock system, lantai granit, vinyl kayu, kitchen set minimalis, dapur terbuka estetik, kamar mandi utama ada bathtub carport 2 mobil kanopi panoramic solar tuff, area parkir luas security 24jam. Harga 2,15M/nego pembayaran: cash KPR dibantu sampai dapat dekat tol nagrak dekat RS ekahospital dekat sekolah dekat tempat ibadah dekat Living world mall dekat sport club dekat food market daerah bebas banjir dekat tol Jagorawi dekat halte Trans Jakarta dekat RS Meliá dekat Trans Mall dekat Mall Cibubur junction untuk survey dapat meng 10 Rumah Premier Baru Renov Komplek Perumahan Bebas Banjir Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Fasilitas Kesehatan Rp 2,15 Miliar Rp 10 Jutaan (Tenor 20 Tahun) Rp 13 Jutaan (Tenor 15 Tahun) Di Jual Rumah Cozy dan Nyaman Baru Renovasi Dalam Cluster Kota Wisata Kota Wisata, Jakarta Timur Rumah baru renovasi LT 128 LB 200 Kmr Utama 4 +1 (art), Kmr mandi 3 + 1 (art), Air PAM, listrik abodemen, Smart door lock system, lantai granit,... 4 + 1 2 + 1 1 LT: 128 m² LB: 200 m² oleh Savitri Purba",1,1,0
"Sangat Cocok Untuk Investasi Rumah Kost atau tempat tinggal Lokasi Strategis Dekat Perkantoran Cawang, Dekat Stasiun Kereta Cepat dan Bandara HalimPerdanakusuma RUMAH DIJUAL MURAH 2 Lantai Hadap Selatan terawat lokasi Di Kalimalang Cipinang Melayu dekat Halim, Makasar Jakarta Timur Rumah terakhir Renovasi Th 2020 Legalitas Lengkap SHM + IMB + PBB - Luas Tanah : 246 M² - Luas Bangunan : 423 M² - Kamar Tidur : 3 + 1 (2 di lt bawah) - Kamar Mandi : 3 + 1 Berminat Serius Segera 15 Rumah Premier Dekat Akses Transportasi Dekat Sekolah Rp 2,7 Miliar Rp 13 Jutaan (Tenor 20 Tahun) Rp 17 Jutaan (Tenor 15 Tahun) Rumah Dijual Murah di Kalimalang Cipinang Dekat Halim Jakarta Timur Kalimalang, Jakarta Timur Sangat Cocok Untuk Investasi Rumah Kost atau tempat tinggal Lokasi Strategis Dekat Perkantoran Cawang, Dekat Stasiun Kereta Cepat dan Bandara Halim... 4 + 1 4 + 1 1 + 2 LT: 246 m² LB: 423 m² oleh Adis Marini",0,1,1
"Dijual Rumah mewah Lokasi Strategis dekat exit toll Jatiwarna selangkah ke Jakarta timur Setu Bambu Apus Cipayung Spesifikasi : Bangunan Tahun : 2023 Legalitas : SHM Apakah ada IMB/PBG : Ada Status Legalitas On hand atau Di Bank/Lembaga Finance : On Hand Luas Bangunan : 480 m² Luas Tanah : 505 m² Kamar Tidur : 4 + 2 Kamar Mandi : 4 + 2 Perabotan : Unfurnished Listrik : 5500 Watt Line Telpon : - Garasi : - Carport : 6 Berapa Lantai : 2 Menghadap : Selatan & Barat Sumber Air : JetPump AC : 4 Unit Kolam Renang : Ada Akses Jalan : 2 Mobil Bebas Banjir ? : Ya Ka:Ch HARGA NETT : Rp 7 Miliar 14 Rumah Premier Bebas Banjir Dekat Akses Transportasi Rp 7 Miliar Rp 34 Jutaan (Tenor 20 Tahun) Rp 44 Jutaan (Tenor 15 Tahun) Rumah Mewah Desain Classic Modern Dekat Setu Bambu Apus Cipayung Bambu Apus, Jakarta Timur Dijual Rumah mewah Lokasi Strategis dekat exit toll Jatiwarna selangkah ke Jakarta timur Setu Bambu Apus Cipayung Spesifikasi : Bangunan Tahun :... 4 + 2 4 + 1 6 LT: 505 m² LB: 480 m² oleh Chaerul Anwar Independen",1,1,1
"Rumah Pojok Eksklusif Dalam Cluster - Cipayung, Jakarta Timur Pilihan cerdas: DIJUAL ATAU DISEWA ! Hunian bukan sekadar tempat tinggal, tapi tentang kenyamanan, privasi, dan kualitas hidup. Unit ini hadir sebagai jawaban untuk kamu yang ingin tinggal di lingkungan asri, tenang, dan berkelas di kawasan Cipayung Keunggulan Utama: - Posisi hook (pojok) - lebih luas, lebih privasi, sirkulasi udara maksimal - Taman di samping & depan rumah - suasana adem & estetik - Dalam cluster rapi & aman - cocok untuk keluarga - Akses jalan 2 mobil leluasa Spesifikasi Properti: Luas Tanah: 135 m² Luas Bangunan: 137 m² Lebar Muka: 9 m 2 Lantai 4+1 Kamar Tidur | 3+1 Kamar Mandi Listrik: 4400 Watt Carport: 2 Mobil Air: Sumur Bor Hadap: Barat Tahun Bangunan: 2018 Legalitas: SHM & IMB Bonus Furnished Siap Huni: - Kitchen set modern - Lemari & set kamar utama (lemari + meja rias) - Meja TV & rak penyimpanan Lokasi Strategis: Dekat Tol Setu & Bambu Apus Akses cepat ke Taman Mini Indonesia Indah & Stasiun LRT Taman Mini Sekitar sekolah unggulan: Cikal Amri, Nizamia, ABA, Buah Hati Islamic School hingga Universitas Paramadina Dekat Mabes TNI RS Adhyaksa & RS Brawijaya Harga: Jual: Rp 3 M (nego by owner) Sewa: Rp 120 juta/tahun Kenapa ini menarik? Rumah pojok dalam cluster dengan taman luas itu jarang tersedia. Cocok untuk kamu yang ingin upgrade lifestyle tanpa harus repot renovasi-tinggal masuk langsung nyaman! Siap survey & deal cepat? Unit seperti ini tidak datang dua kali. DM sekarang sebelum terlewat! 15 1 Rumah Premier Komplek Perumahan Siap Huni Dekat Akses Transportasi Dekat Sekolah Dekat Fasilitas Kesehatan Rp 3 Miliar Rp 14 Jutaan (Tenor 20 Tahun) Rp 18 Jutaan (Tenor 15 Tahun) Rumah Posisi Pojok Nyaman & Asri Dalam Cluster Cipayung Jakarta Setu, Jakarta Timur Rumah Pojok Eksklusif Dalam Cluster - Cipayung, Jakarta Timur Pilihan cerdas: DIJUAL ATAU DISEWA ! Hunian bukan sekadar tempat tinggal, tapi tent... 4 + 1 3 + 1 2 LT: 135 m² LB: 137 m² oleh Rizal Arrashy Independen",0,1,1
